opp_id,account_id,stage,amount,created_at,closed_at,won
OP-0005738,b08998d2-96a7-3aea-76aa-a0f5ed082a50,Closed Won,1723.29,2026-01-31,2026-05-02,true
OP-0005739,61104ffd-8bd1-1b24-eac0-d8b409709f5e,Negotiation,1508.74,2023-11-10,,
OP-0005740,5b80db68-598e-d780-045f-9a52a95176cb,Closed Won,240.77,2024-07-27,2025-07-04,true
OP-0005741,b09a9148-c52a-97dc-9e5d-18098fba060b,Closed Won,3264.70,2024-05-08,2024-08-14,true
OP-0005742,a6d299c0-04b2-81a4-cde5-19fa6f20b396,Proposal,1591.78,2024-09-06,,
OP-0005743,7c60dbb6-1d08-076a-70e1-b0360b4098ed,Closed Lost,1726.28,2025-09-25,2025-12-31,false
OP-0005744,79c97124-9eae-417e-89d2-e4d1c6c1fae2,Proposal,3365.03,2026-02-15,,
OP-0005745,cea1e8a1-98d1-8be6-b2c3-af36bca8921a,Closed Lost,9991.77,2024-09-26,2025-07-03,false
OP-0005746,9e5dcd3d-091b-2282-fbaf-d34af03ac9a6,Closed Lost,9717.58,2026-03-07,2026-03-14,false
OP-0005747,b68a7977-7aa9-2363-1c81-f01146053bc5,Closed Lost,8317.19,2024-11-19,2025-07-16,false
OP-0005748,24d0a087-a7dd-f9ea-e675-dc24a83828a0,Closed Lost,53367.78,2024-02-15,2026-04-20,false
OP-0005749,d6d5b7b4-1d2e-5805-7512-e88f8ec851e8,Closed Won,1528.95,2024-10-06,2026-05-01,true
OP-0005750,9ed6e647-6b40-c670-efb0-eb6b59cd6b78,Closed Lost,3370.88,2026-01-01,2026-02-05,false
OP-0005751,d3a935c5-0358-8f8a-919c-75753c5803cc,Closed Lost,1611.22,2024-05-08,2024-08-07,false
OP-0005752,b4dbde6a-4ff8-f791-7b4f-5a1bccee07f3,Closed Won,2334.16,2024-12-25,2025-03-21,true
OP-0005753,d5bebed1-df22-062d-ba7b-43f75b1e239e,Closed Won,5761.29,2024-04-25,2025-12-26,true
OP-0005754,211ec610-daf2-7b0c-e61c-8e17132264bc,Closed Lost,685.16,2024-02-04,2025-05-16,false
OP-0005755,e5c2d968-1e7d-c1a8-2e15-69f906057919,Closed Lost,1075.02,2024-12-15,2025-04-17,false
OP-0005756,16e59c3d-cb54-cc24-b588-87686b47cacf,Closed Won,6410.05,2023-08-20,2026-03-25,true
OP-0005757,e0726acd-48c5-ee9c-30b3-b1cc59d23015,Closed Won,3507.31,2023-12-28,2026-03-29,true
OP-0005758,c82020dd-2ae1-77b5-7c12-cfbfee2449be,Closed Won,641.72,2025-07-10,2025-12-18,true
OP-0005759,7d3afe67-9604-1231-7401-783a0d0967d2,Closed Lost,4530.17,2024-07-01,2024-12-18,false
OP-0005760,a8ab2180-9f70-6fc9-c662-6ae6d5c583f0,Closed Lost,11416.73,2023-06-06,2023-09-27,false
OP-0005761,891fac37-edc4-b1e1-98a5-9d3a5f54a8c7,Closed Won,2962.72,2026-01-27,2026-02-13,true
OP-0005762,9ac9366c-2c72-57d3-f92c-5f3cb09e41ba,Closed Won,7495.88,2025-03-30,2025-11-21,true
OP-0005763,1d16a372-b658-4e8b-8984-84a30cad9a9b,Proposal,1013.60,2025-02-07,,
OP-0005764,8cbfa3f3-f5da-422f-79fb-300dcf0186de,Closed Won,4121.02,2024-12-09,2026-03-26,true
OP-0005765,ffabf154-62ce-ba3a-5abf-475d693444f0,Proposal,7909.12,2023-12-21,,
OP-0005766,1b1f25c6-749f-500e-9b1f-921153633d24,Closed Won,4198.25,2023-12-25,2025-02-02,true
OP-0005767,167ba2de-6de7-6fe0-6792-d3c5fdc7eb36,Qualification,315.59,2023-09-05,,
OP-0005768,0c6a3d08-0622-6567-2f54-c5181bdad74d,Closed Won,1635.69,2025-03-20,2025-10-04,true
OP-0005769,f4a2e25e-565a-741d-4b19-a9f56ae169f2,Prospecting,3045.71,2025-02-15,,
OP-0005770,5faccac2-13bc-2ade-2ebc-2878a5bedbde,Negotiation,740.58,2024-05-09,,
OP-0005771,97cf5dca-52b8-6937-4696-8cc9ad6de946,Closed Lost,11658.05,2026-03-20,2026-05-01,false
OP-0005772,d9714aaa-b724-c467-4598-7ae8217af5db,Proposal,5945.85,2024-01-04,,
OP-0005773,85cd3bd7-54c7-b8b7-844e-b57b8e33befa,Closed Lost,2648.91,2023-05-23,2026-02-17,false
OP-0005774,0a67d486-29d1-5f19-6be3-905208e3c61d,Negotiation,905.87,2026-04-14,,
OP-0005775,5faccac2-13bc-2ade-2ebc-2878a5bedbde,Closed Lost,1051.22,2023-11-25,2025-06-13,false
OP-0005776,11e00d93-baab-f4cc-57e9-54b88533fa16,Closed Lost,4499.32,2025-02-04,2025-07-11,false
OP-0005777,fe918645-9812-4f23-437f-90516affc429,Closed Lost,37821.39,2025-05-23,2025-07-26,false
OP-0005778,25da4f42-98aa-a188-6f2c-b22ac62998c8,Closed Lost,9442.00,2023-12-09,2024-11-18,false
OP-0005779,d6d3dd80-7adc-d988-6336-30b2bd7cac5f,Closed Lost,25653.96,2026-01-29,2026-02-14,false
OP-0005780,4c69c007-9edd-e2ef-b618-67c169144185,Closed Lost,4074.79,2024-02-24,2026-04-07,false
OP-0005781,80c01cfe-5795-3879-448c-ba790a7d44ce,Closed Lost,6060.26,2026-04-14,2026-05-01,false
OP-0005782,47bd30fe-b3fe-6ce8-e218-0b3809dd92d6,Negotiation,1641.92,2025-10-06,,
OP-0005783,26aeb76f-21ee-cfc5-096a-171c69dba390,Qualification,2216.68,2026-01-07,,
OP-0005784,a791364b-ccf3-ef30-fd88-d1483245d73d,Closed Lost,3183.85,2023-07-23,2023-08-31,false
OP-0005785,2f8be8b5-1280-413d-89f3-4c80a4b9fe50,Closed Lost,4178.06,2023-08-22,2024-11-17,false
OP-0005786,8a34ed63-083f-13e3-5278-78f5cffd518d,Closed Lost,2128.60,2024-02-14,2024-10-04,false
OP-0005787,3206054f-34dc-8eb6-2ca8-922f353c231a,Closed Lost,9975.69,2025-02-03,2026-04-11,false
OP-0005788,aa56f58c-3ee9-2660-440e-3c95ba448687,Closed Lost,1813.69,2024-09-28,2025-01-16,false
OP-0005789,e3c8f646-bd69-b28e-44d1-a66a73160ae7,Prospecting,4603.97,2023-07-23,,
OP-0005790,8650176e-5ccd-9ab8-a7c8-00e33c020e6a,Proposal,1154.23,2024-10-17,,
OP-0005791,8e976355-df64-5bad-8623-e53d56ec7016,Closed Lost,1928.27,2024-03-20,2025-11-06,false
OP-0005792,0fad35c1-f7e2-84de-1f22-fc63f049bcc8,Closed Won,554.12,2025-08-30,2026-04-05,true
OP-0005793,3d002d28-7aa7-c698-4eea-f840c124661b,Closed Lost,3875.25,2025-02-19,2025-08-28,false
OP-0005794,7f6fd829-3be0-9338-3fa8-e137db942ce6,Closed Won,5457.32,2026-01-23,2026-02-21,true
OP-0005795,1cb2d722-90e1-57e4-ec64-f2b6498782ec,Prospecting,526.29,2026-04-30,,
OP-0005796,4902ea23-2aac-b7b8-788e-4e5ec67ec019,Prospecting,6313.01,2026-02-01,,
OP-0005797,dedd7ae4-1b11-2f85-70fd-0b5e1255cef2,Closed Won,3811.17,2023-11-15,2025-06-24,true
OP-0005798,c7e88696-9194-cccd-60ea-c11fa9b3f3aa,Prospecting,163.25,2024-10-21,,
OP-0005799,f6b0d99a-2be7-b45a-ffa2-6bf1274db592,Closed Won,2613.62,2023-06-21,2025-12-11,true
OP-0005800,beab549d-bdbb-e72b-8916-988b12549d0e,Qualification,10419.90,2025-08-05,,
OP-0005801,0dbdb39c-29ce-2b30-3086-9a5fb76d325d,Negotiation,3847.45,2025-03-21,,
OP-0005802,753ee002-1a6e-c6c4-e1c4-bf47a076ecc1,Closed Lost,5620.04,2023-07-20,2024-10-13,false
OP-0005803,8974adac-41d1-9614-6938-9c5baf788b0a,Prospecting,8159.62,2023-06-24,,
OP-0005804,42c5e253-1edb-66ba-8b60-5fcbb1069fe0,Closed Won,638.30,2025-12-17,2026-03-26,true
OP-0005805,0434c05e-6901-7445-e4fd-6b4cd6d26dce,Closed Lost,4764.11,2024-05-18,2025-01-06,false
OP-0005806,434206ba-ce74-2cba-8286-668524388661,Closed Lost,318.04,2024-03-27,2025-05-20,false
OP-0005807,a96dfe5b-82ad-757e-d75d-53846593655d,Closed Lost,6549.64,2023-06-11,2023-06-26,false
OP-0005808,c41b0c92-dbfa-8058-a162-80075f9d11ad,Closed Lost,18325.95,2023-05-21,2024-01-16,false
OP-0005809,8db032f9-dfe2-fc48-a21a-599b6e9349b9,Closed Lost,2376.33,2024-04-08,2026-03-02,false
OP-0005810,406b46e8-f1c0-6933-2a9a-563f52507a00,Closed Lost,1648.99,2026-02-09,2026-05-01,false
OP-0005811,d369e47c-9c95-d9e6-8000-2f4b320b7e7d,Closed Won,270.03,2024-05-14,2025-11-04,true
OP-0005812,74743f21-f014-e1b9-6af9-1307fd4a4a0b,Closed Won,2874.98,2023-10-14,2024-09-20,true
OP-0005813,9105713a-3150-d80e-f9e8-058a91063050,Qualification,15602.71,2024-04-29,,
OP-0005814,72525f7f-5a67-1c6a-09e6-3bc7ee9c7269,Negotiation,10382.35,2024-04-09,,
OP-0005815,aca6c318-8639-b2e5-bbd9-3e0989f16601,Closed Lost,970.74,2025-08-11,2026-02-03,false
OP-0005816,90ce0a18-165f-b396-cb6d-11b1b0a6ce13,Closed Lost,3672.43,2024-06-08,2025-11-28,false
OP-0005817,9c51afe4-355b-33ff-d9c2-292e8ea69053,Closed Won,728.91,2025-07-29,2025-11-30,true
OP-0005818,6d0e0330-3620-8350-675c-e7cbbe1e5340,Proposal,71.43,2024-01-27,,
OP-0005819,3d97c0d1-5cbd-ff39-64b0-45fecc7f62aa,Closed Lost,906.11,2026-03-25,2026-05-04,false
OP-0005820,322f3219-59f5-0ae3-10ef-5813b89431ab,Prospecting,2065.80,2024-05-20,,
OP-0005821,995248f1-9b06-1c0a-b15e-a8eb267a5425,Closed Won,4881.40,2025-08-25,2025-09-07,true
OP-0005822,2e0d6599-194a-ef48-8ce6-640e0fb21006,Negotiation,1138.41,2024-04-02,,
OP-0005823,bf34b3ac-97c7-f5b5-5bad-f9155546115e,Closed Lost,3146.46,2025-05-27,2025-10-29,false
OP-0005824,a3fe7118-72c8-7cd8-e0a5-194b6e84e7e6,Qualification,945.09,2023-10-27,,
OP-0005825,3aeb00d6-12cd-6fe7-0b1d-3103937eb5c1,Closed Lost,2951.95,2025-02-15,2026-04-01,false
OP-0005826,97b59a2f-8d22-a072-2d89-821f92eabf8e,Closed Lost,1663.44,2024-08-12,2025-09-22,false
OP-0005827,f6b32081-eec1-8af4-a077-bdfb8c2b7208,Prospecting,1611.00,2025-09-09,,
OP-0005828,92033a6c-f909-4bb0-5555-cda3cf066eea,Closed Lost,15939.26,2025-02-15,2025-12-24,false
OP-0005829,82b6241d-53e2-be93-3dd3-3a3c3a1e7d20,Closed Won,3330.59,2025-02-07,2025-07-02,true
OP-0005830,33965a95-7794-179f-65eb-c275229a5ba0,Closed Lost,5387.01,2024-07-03,2025-07-11,false
OP-0005831,c1690a3d-c3d8-b440-b9cd-7bad699967d9,Prospecting,505.12,2023-09-10,,
OP-0005832,fb906b47-8a0f-dae4-5f8b-3cc219f880f6,Closed Lost,4387.05,2025-06-24,2025-11-04,false
OP-0005833,51c01e16-82cd-7e86-5547-4960a1e521e4,Qualification,3373.20,2026-01-02,,
OP-0005834,622f60b5-931e-4b79-a3aa-ba27716daab8,Closed Lost,8610.48,2023-07-24,2026-01-20,false
OP-0005835,532075f1-cb38-0612-8a57-d0858e7d7774,Prospecting,822.12,2024-11-05,,
OP-0005836,f5839681-5151-3fbe-333d-5f8031b322b8,Closed Won,1185.02,2023-10-03,2026-02-25,true
OP-0005837,8e539386-65a2-cd1e-7777-790d070d03b1,Closed Won,2975.32,2025-01-01,2025-09-30,true
OP-0005838,cb7a8309-5a13-10f6-a1fd-d7b6529bf064,Closed Lost,853.48,2024-11-24,2026-04-04,false
OP-0005839,2fe942e0-f637-b5f0-339a-5ed6e30d45c8,Closed Lost,997.25,2025-06-24,2026-05-03,false
OP-0005840,36f2eeb0-299e-5bfe-d471-c85bcb3137f5,Closed Lost,2096.02,2024-09-13,2025-06-04,false
OP-0005841,c6b2a5e6-cd19-8529-c325-acd5188e4e0e,Closed Won,566.75,2024-02-03,2024-03-28,true
OP-0005842,b631293c-9d00-be2c-469f-d1b5950c9562,Closed Lost,7352.23,2025-07-06,2025-08-17,false
OP-0005843,87d67971-1264-86a5-1631-7f4e668917fa,Prospecting,431.88,2023-08-21,,
OP-0005844,fb93fad9-0bb4-84ee-27be-4055a33eafe3,Proposal,7430.75,2025-09-20,,
OP-0005845,a70e3d31-050c-a91a-285e-caf708938f9f,Closed Lost,72251.13,2024-09-04,2025-11-24,false
OP-0005846,110412de-65e2-d6dc-8bf7-80f75c9f36df,Closed Won,1838.58,2025-08-20,2025-09-05,true
OP-0005847,9a63cb92-d846-8a08-6207-c65fe65ddec5,Proposal,1769.36,2023-11-07,,
OP-0005848,c9bafe48-c4bf-b120-e6a5-cb59c9f1d947,Closed Lost,826.97,2025-04-07,2026-02-21,false
OP-0005849,821a4e35-ca7c-c7e8-dc89-f490440af304,Closed Lost,3041.84,2023-11-20,2026-02-22,false
OP-0005850,7173faaf-48df-d4ce-971f-d6ccd3be51ce,Closed Lost,2591.75,2025-08-12,2025-09-27,false
OP-0005851,6539fa86-6377-ea9f-72c8-3126df62a36a,Closed Lost,527.58,2025-11-22,2025-12-28,false
OP-0005852,2531acfb-ec08-199c-2875-09e529048764,Closed Lost,13195.30,2025-12-01,2026-03-13,false
OP-0005853,753ee002-1a6e-c6c4-e1c4-bf47a076ecc1,Closed Lost,8287.34,2025-01-17,2025-02-28,false
OP-0005854,b9a6c071-242d-7f92-6f1a-f9f3941af079,Prospecting,3224.22,2023-11-30,,
OP-0005855,8a77a18d-fdd7-64e3-317e-d1162531000e,Closed Won,1151.11,2024-06-13,2025-01-25,true
OP-0005856,53d32d6c-c00f-7b6a-cc9e-fd0207d7bfeb,Closed Lost,1235.59,2024-03-23,2026-04-17,false
OP-0005857,c41b0c92-dbfa-8058-a162-80075f9d11ad,Closed Lost,11562.19,2024-04-11,2026-04-14,false
OP-0005858,ae5f8718-915d-c8d1-7a40-dd2e736bba3d,Qualification,2632.82,2023-09-09,,
OP-0005859,23f36ccd-697a-c018-3356-023996aff102,Proposal,7491.01,2026-01-01,,
OP-0005860,35e590b3-5053-cc3e-996b-0218e3c2d993,Closed Lost,11069.35,2025-06-07,2025-08-29,false
OP-0005861,064375ce-2a53-fb83-d710-b8c1e29f62b1,Closed Lost,20617.58,2024-04-03,2024-10-28,false
OP-0005862,92df1ba6-302a-ff55-88f6-7f4a1533a4c1,Prospecting,326.82,2025-08-11,,
OP-0005863,2dbb98d6-2d64-c6fa-70fa-357167577c94,Closed Won,1071.26,2025-10-03,2026-04-14,true
OP-0005864,42a4d177-7ca3-7c70-7116-7d15de81261b,Qualification,31292.83,2023-10-17,,
OP-0005865,965515b1-d625-24a0-5744-8444379f77dd,Closed Won,10756.41,2024-12-17,2025-12-01,true
OP-0005866,7aa29130-aca1-74df-8a6c-88b295208145,Closed Lost,386.29,2023-05-27,2025-03-03,false
OP-0005867,d821c7b8-49f0-c0cf-4bcc-b2b5867c67ee,Closed Lost,2494.81,2023-07-12,2024-07-10,false
OP-0005868,e5c2d968-1e7d-c1a8-2e15-69f906057919,Closed Won,3897.56,2023-05-22,2025-11-07,true
OP-0005869,cf4e959b-9370-0746-2ba7-8204823f2d37,Negotiation,2937.65,2025-01-10,,
OP-0005870,744e5062-392e-8674-1c4a-2ade37474f3f,Closed Won,8267.78,2024-04-28,2025-07-24,true
OP-0005871,15ff0e33-f42a-4c83-4d16-949abf286ff4,Prospecting,12739.90,2023-09-03,,
OP-0005872,3a890a62-5b21-d4a3-b17e-172173e71e3c,Closed Lost,614.53,2025-03-25,2026-02-24,false
OP-0005873,9fbf8418-4073-18df-eba4-f5ca9471e859,Closed Lost,1112.96,2024-01-20,2026-02-26,false
OP-0005874,7215bc06-c384-7d5a-b9ca-ad855af2b4bf,Closed Lost,3061.50,2023-10-24,2024-08-26,false
OP-0005875,2a441a13-1413-b221-cb6a-43d3a17a16d3,Closed Lost,335.06,2024-11-09,2025-08-12,false
OP-0005876,81b68256-be80-6dad-99e0-409275232ab1,Closed Lost,1676.56,2025-07-22,2026-01-12,false
OP-0005877,540a9f54-57cf-fbba-ad72-49a5020da609,Closed Lost,6800.51,2024-04-17,2025-06-28,false
OP-0005878,43b48c2b-e6ba-90b5-4288-de2cde56c95c,Proposal,15210.14,2026-01-01,,
OP-0005879,10d33785-6fc6-b1ca-3ca0-580423d1d545,Closed Lost,1367.50,2024-05-08,2024-05-22,false
OP-0005880,0e1c1cd1-96b9-1184-06b0-5b35ecc8654b,Proposal,4957.26,2023-07-04,,
OP-0005881,7f6fd829-3be0-9338-3fa8-e137db942ce6,Closed Lost,7285.23,2025-11-22,2026-01-31,false
OP-0005882,2d73806d-c1ac-8975-fa17-c40e0a9e7019,Proposal,1648.20,2024-12-03,,
OP-0005883,3c6f7a89-0128-aec6-ec34-1bb83893984d,Closed Lost,679.20,2023-10-09,2024-07-14,false
OP-0005884,04e65ed6-7590-720c-07a5-bfa565de6787,Closed Lost,2760.89,2025-10-25,2026-01-07,false
OP-0005885,d9e6d21a-6e92-0c57-4554-680a2a59524f,Closed Lost,1107.86,2025-01-23,2025-07-23,false
OP-0005886,485c5bd3-afe9-2796-11bf-d625a565318c,Closed Won,1042.11,2024-03-26,2024-08-24,true
OP-0005887,965515b1-d625-24a0-5744-8444379f77dd,Closed Won,6056.39,2024-05-03,2026-04-11,true
OP-0005888,5937ec24-5204-e8d0-503c-49ebb0a60c8d,Closed Lost,5821.85,2023-12-10,2025-11-20,false
OP-0005889,fd1d6b43-c0e5-d331-d4a3-5adf2a662b83,Prospecting,4803.22,2025-01-03,,
OP-0005890,8a34ed63-083f-13e3-5278-78f5cffd518d,Closed Won,3529.57,2023-05-20,2025-06-16,true
OP-0005891,bc99c158-caf2-fdcd-778c-cdcd102fd783,Closed Won,859.74,2025-04-04,2025-05-11,true
OP-0005892,a71f2fa6-4a41-aec0-7022-494d31e8a402,Closed Won,1268.11,2024-07-31,2025-10-31,true
OP-0005893,8cc540b3-3f6b-41d3-c232-95d61f2a8695,Closed Lost,2419.30,2025-02-01,2025-04-18,false
OP-0005894,df58d82f-4a5c-fc23-8ca8-bb0f4372790f,Closed Won,2196.97,2024-03-26,2025-07-12,true
OP-0005895,e7513144-16bf-d5de-e8ef-b5d935a9572e,Closed Lost,25480.26,2023-10-17,2024-06-16,false
OP-0005896,0af932f7-39ce-ecc5-fa76-0706e32855fc,Closed Lost,20671.36,2023-08-12,2023-12-06,false
OP-0005897,b4f82dab-d6b9-1427-c332-91169b3f25ba,Closed Lost,8206.71,2024-01-05,2025-01-04,false
OP-0005898,a29360ad-21ab-dd35-9854-8d2c906ddcbc,Proposal,4942.82,2025-10-16,,
OP-0005899,287ae8c5-3c1f-df11-0d7d-d56b9b1f3c4c,Proposal,4869.03,2023-10-07,,
OP-0005900,7c60dbb6-1d08-076a-70e1-b0360b4098ed,Closed Lost,3712.46,2025-02-15,2025-08-01,false
OP-0005901,516afa48-6abe-0280-a833-dae4e329b337,Closed Lost,4891.09,2024-10-28,2026-01-25,false
OP-0005902,beab549d-bdbb-e72b-8916-988b12549d0e,Closed Won,9492.90,2023-12-29,2025-10-14,true
OP-0005903,04ab84af-d912-c3ca-1c66-28b8a935be74,Prospecting,3474.43,2024-05-08,,
OP-0005904,ec7dd347-4cbf-8cdd-ff37-410d4678ea64,Closed Lost,2661.86,2023-11-25,2025-01-09,false
OP-0005905,83714ffb-ad38-1422-8085-3fe8c2d2b173,Closed Won,470.42,2025-02-19,2025-10-14,true
OP-0005906,890f2bec-cdcc-419c-a369-a87df5d6a4ce,Closed Won,634.32,2024-07-13,2024-10-13,true
OP-0005907,f7926e33-e51b-d27f-f793-959e4f856519,Closed Lost,1706.89,2025-10-07,2026-02-18,false
OP-0005908,52ce2760-ac11-652b-ec00-52fad65a55e8,Closed Lost,2261.00,2024-05-04,2025-08-10,false
OP-0005909,5937ec24-5204-e8d0-503c-49ebb0a60c8d,Closed Lost,13648.25,2025-04-05,2026-02-16,false
OP-0005910,bab492f6-98f8-3895-04f1-fbc260b31a41,Closed Lost,3255.27,2024-07-23,2025-03-01,false
OP-0005911,27d002f5-6229-bc31-8efd-e01e581366d0,Closed Lost,2951.82,2025-05-11,2026-04-18,false
OP-0005912,1d55f2f1-f778-6a30-0651-3239722b6346,Proposal,22479.27,2024-02-08,,
OP-0005913,b0aef63f-5e64-880f-30e2-fa71740c69c1,Closed Won,33360.23,2026-02-07,2026-04-27,true
OP-0005914,c422f89c-f43d-cfd9-f29a-46dde7a4d932,Closed Lost,4427.04,2026-03-14,2026-04-06,false
OP-0005915,e6dcfba4-bcfe-ed25-3170-2855cacb6800,Negotiation,3372.40,2025-12-29,,
OP-0005916,8f979f64-39c8-ef76-3c15-fa21ffbbbc3b,Qualification,6168.51,2025-01-07,,
OP-0005917,8c53bc54-831a-5ee9-2a9d-f76c41dc6e75,Closed Lost,3975.24,2024-04-23,2026-02-16,false
OP-0005918,f90ada9e-fcb2-cd65-624d-aa78a9b010f7,Closed Lost,1153.07,2025-11-23,2025-12-30,false
OP-0005919,8450403d-1eac-ff2b-2953-22a0c8b04c9f,Negotiation,1611.07,2024-11-26,,
OP-0005920,c1cca232-bab0-bd52-1eb0-9e2e908330d3,Closed Lost,4134.83,2026-04-01,2026-04-10,false
OP-0005921,00280562-c680-fe75-9e7f-89aa075aa4ce,Closed Lost,384.85,2026-02-01,2026-02-14,false
OP-0005922,c0a5aaa2-de61-e300-77bd-d7f7629839cc,Closed Lost,831.34,2023-06-01,2024-11-06,false
OP-0005923,3ef7745b-e53f-8028-c980-47973cc773c7,Qualification,733.51,2023-06-12,,
OP-0005924,c293f5bb-7aff-5fbb-3e4a-84906e791221,Closed Lost,417.50,2023-06-02,2024-06-08,false
OP-0005925,d2b74f91-e956-91e4-28fe-97260a74f7d5,Closed Lost,4598.25,2023-06-08,2024-10-02,false
OP-0005926,f564553c-935d-40c8-f6d9-9ac851a143f4,Closed Won,406.24,2026-04-09,2026-05-06,true
OP-0005927,4f3f1634-062c-3533-a3fd-be986a76aa28,Proposal,1132.39,2024-08-04,,
OP-0005928,603a7bca-5989-b956-3012-87871305f4d5,Negotiation,9266.36,2024-11-20,,
OP-0005929,95e5280e-dc89-3e43-8fb2-f23e7a8fd603,Closed Won,6971.45,2026-04-19,2026-04-30,true
OP-0005930,93b21981-8ef0-70ca-ce3c-ab0598bc215b,Closed Lost,12393.48,2023-06-26,2024-02-12,false
OP-0005931,fa0d0755-af8d-2349-3193-6f09c4c8bba4,Closed Lost,2300.40,2024-10-05,2025-07-04,false
OP-0005932,f2cec4e8-117c-7381-a1b0-f053b206b372,Closed Won,27479.68,2024-07-14,2025-03-04,true
OP-0005933,e331d561-a5db-13d6-8967-887036d0e61f,Closed Lost,8308.57,2024-12-02,2025-01-09,false
OP-0005934,a96dfe5b-82ad-757e-d75d-53846593655d,Closed Lost,6796.65,2024-01-29,2024-05-15,false
OP-0005935,70b33213-0fc1-a8a3-5838-aa41161527ce,Closed Lost,503.61,2025-11-04,2026-04-22,false
OP-0005936,287ae8c5-3c1f-df11-0d7d-d56b9b1f3c4c,Closed Lost,3776.95,2025-03-02,2026-03-25,false
OP-0005937,e0726acd-48c5-ee9c-30b3-b1cc59d23015,Closed Lost,4194.36,2023-06-19,2025-08-17,false
OP-0005938,de6b4a06-86b8-cbb6-6f62-216e73934f75,Qualification,18786.49,2023-06-10,,
OP-0005939,af025047-ca1a-9922-d620-826f63bcd69e,Closed Lost,1892.43,2025-12-08,2026-02-07,false
OP-0005940,d03387d7-f213-de74-9bab-8cb6e1540c88,Closed Won,16263.52,2023-08-08,2023-09-04,true
OP-0005941,fd5b1e24-d2cb-18ec-3ce4-f1d14f1477f3,Closed Won,192.90,2025-11-08,2026-01-09,true
OP-0005942,d03e0f50-5945-bda5-752e-192ea710b1cf,Closed Won,1534.79,2024-01-18,2025-12-23,true
OP-0005943,e736659c-66d0-2a55-a7f4-62f06887fcba,Negotiation,7786.87,2024-01-16,,
OP-0005944,c0a9aacf-1cce-16a3-b421-c1711c2b02c9,Closed Won,1456.48,2025-07-11,2026-04-26,true
OP-0005945,753ee002-1a6e-c6c4-e1c4-bf47a076ecc1,Closed Lost,11614.02,2025-01-07,2025-03-29,false
OP-0005946,59aff6c3-4000-3aa3-9880-94472543bc04,Closed Lost,1465.98,2026-04-14,2026-04-24,false
OP-0005947,2eae8290-563a-259f-0689-9b80b03fb9aa,Negotiation,6220.57,2023-11-26,,
OP-0005948,3e60d473-46e7-b963-b043-fcbd7f132f2d,Closed Lost,869.65,2025-03-07,2026-01-26,false
OP-0005949,a58c2099-09e0-eed3-98e2-74beacc511a6,Closed Won,76415.96,2026-03-28,2026-04-28,true
OP-0005950,0233db48-f8a5-0fbe-4b7b-2cdad1a8b386,Closed Lost,740.14,2024-01-09,2025-09-04,false
OP-0005951,a200b10d-6f64-26a6-ce61-c4c9bab1820d,Closed Won,1859.85,2026-03-30,2026-05-05,true
OP-0005952,8614838f-06ab-2ffb-60fa-19aab3430bd4,Closed Won,5634.88,2026-01-26,2026-02-28,true
OP-0005953,3653cbcf-9b03-3c71-b510-be7b8e82577c,Closed Lost,1684.06,2024-08-29,2025-03-29,false
OP-0005954,31a75ea5-5e71-fdd9-730b-3037287ac9b7,Qualification,4522.52,2023-12-28,,
OP-0005955,20e2b257-0088-8b0c-2780-8fc1ddb55945,Closed Lost,366.07,2024-05-22,2024-12-19,false
OP-0005956,2e67b7b6-f744-a57d-bf76-5af2a59d290e,Negotiation,2088.62,2023-06-01,,
OP-0005957,e2de59b0-e2cf-e90a-fa31-3ce021b21eaa,Closed Lost,5186.15,2025-10-22,2025-10-30,false
OP-0005958,d534cb60-73be-9109-8c63-9178895cb112,Qualification,5350.08,2023-06-21,,
OP-0005959,fe7def63-dd0b-63b1-4351-704f4d798614,Closed Lost,663.18,2024-12-06,2025-06-03,false
OP-0005960,88eacfab-4888-7da8-5c76-685916621a93,Closed Lost,12369.65,2024-11-30,2025-11-22,false
OP-0005961,e1559fb6-9dda-0e8c-e476-607f086f61ae,Closed Lost,12591.37,2025-06-03,2026-04-03,false
OP-0005962,7e9ecca6-5d70-d5bd-e07a-6c713d3d23e4,Closed Won,1482.42,2023-06-12,2024-07-13,true
OP-0005963,3a442b64-05c0-93fc-7064-2cb9337ea04f,Closed Lost,8787.82,2025-08-18,2026-04-24,false
OP-0005964,2987fa51-341c-d145-358d-077a0d0071d3,Negotiation,731.09,2024-02-24,,
OP-0005965,be88d9d5-3c4f-c5eb-f2aa-1d2be6bdee2f,Proposal,469.26,2025-09-13,,
OP-0005966,dedd7ae4-1b11-2f85-70fd-0b5e1255cef2,Closed Won,4170.67,2025-08-05,2026-01-19,true
OP-0005967,ea33c761-9467-b816-b87a-971a44539239,Closed Lost,2529.24,2024-10-19,2026-04-27,false
OP-0005968,b631293c-9d00-be2c-469f-d1b5950c9562,Closed Won,7765.48,2024-02-09,2025-05-08,true
OP-0005969,50e23b2d-f96e-c9fa-2162-f5e7c885fb51,Closed Lost,4887.54,2026-04-04,2026-04-18,false
OP-0005970,c574ef15-28c0-af04-d91e-1f633eb95a0b,Closed Lost,5947.02,2026-04-11,2026-05-11,false
OP-0005971,01c5104e-92bb-10a1-5fd3-29b719a47e7a,Closed Lost,3401.51,2024-11-04,2025-07-01,false
